train_density,station_load,time_of_day,route_type,congestion_level
19.7,8197.7,evening,urban,High
45.08,5152.8,evening,suburban,High
41.25,1118.8,evening,suburban,Medium
36.3,2940.1,afternoon,suburban,Medium
20.37,923.3,evening,urban,Low
19.38,6166.1,evening,intercity,Medium
46.98,8536.5,morning,urban,High
6.93,7191.8,afternoon,suburban,Medium
34.77,9218.6,morning,suburban,High
42.94,2561.0,morning,intercity,Medium
34.28,1949.8,afternoon,urban,Medium
48.47,5098.6,afternoon,urban,High
42.04,9629.0,morning,urban,High
11.39,7050.4,morning,suburban,Medium
29.1,4506.4,evening,urban,High
7.06,5758.2,evening,urban,Medium
18.21,7194.5,night,suburban,Low
43.13,4584.3,night,urban,Medium
17.82,6796.8,morning,suburban,Medium
32.71,5412.6,evening,suburban,High
33.8,1932.2,morning,intercity,Medium
21.6,8544.2,afternoon,intercity,Medium
3.49,2775.5,evening,intercity,Low
46.71,196.2,evening,urban,High
37.52,7949.3,evening,intercity,High
12.67,2566.9,morning,intercity,Low
23.2,9989.5,evening,suburban,High
13.7,9571.9,evening,intercity,Medium
4.91,4116.2,morning,urban,Low
13.76,368.2,afternoon,suburban,Low
8.77,2742.1,morning,suburban,Low
21.6,3050.4,evening,urban,Medium
5.18,2665.5,morning,intercity,Low
40.65,8867.6,morning,suburban,High
40.52,1557.9,morning,intercity,Medium
12.07,7493.7,night,urban,Low
24.55,1261.2,morning,suburban,Low
30.94,3913.2,evening,suburban,Medium
2.09,3134.4,evening,suburban,Low
43.48,9694.9,afternoon,suburban,High
6.21,6978.5,evening,urban,Medium
45.5,1634.2,afternoon,suburban,Medium
8.42,6340.5,evening,urban,Medium
16.47,5194.3,morning,urban,Medium
24.38,5781.1,morning,suburban,Medium
43.64,7625.4,evening,suburban,High
31.2,143.7,night,intercity,Low
17.83,5883.4,morning,intercity,Medium
32.38,8897.4,morning,intercity,High
33.84,6077.8,night,intercity,Low
14.74,2007.7,morning,urban,Low
17.01,8475.3,evening,suburban,High
19.6,3795.6,morning,intercity,Low
18.95,372.6,evening,urban,Low
14.91,7530.9,afternoon,urban,Medium
47.31,5022.7,afternoon,intercity,Medium
12.87,377.2,morning,intercity,Low
9.69,546.9,afternoon,suburban,Low
22.77,3784.0,evening,urban,Medium
43.99,5475.0,morning,intercity,High
33.22,5919.4,evening,urban,High
42.89,6599.1,morning,urban,High
31.11,9526.9,evening,intercity,High
36.34,7059.4,evening,urban,High
23.56,4165.6,afternoon,intercity,Low
22.75,9662.8,afternoon,suburban,High
10.56,4609.3,afternoon,urban,Low
31.2,2424.0,night,suburban,Low
11.06,6747.8,afternoon,urban,Medium
18.97,5031.7,morning,urban,High
43.31,2108.0,afternoon,urban,High
15.37,5621.2,evening,urban,High
35.3,9398.7,evening,intercity,High
43.32,3281.5,evening,suburban,High
9.89,5363.9,evening,urban,Medium
49.95,3633.8,afternoon,urban,High
28.33,1769.8,afternoon,urban,Medium
29.23,1637.4,morning,intercity,Low
29.98,8426.4,morning,urban,High
49.24,923.0,evening,suburban,High
27.76,6343.7,morning,urban,High
13.95,490.2,night,urban,Low
23.93,8363.1,morning,urban,High
35.31,4145.8,evening,suburban,High
6.2,9715.5,afternoon,suburban,Medium
9.88,8619.1,afternoon,urban,Medium
18.58,198.2,morning,urban,Low
16.52,4211.2,afternoon,suburban,Low
42.65,9765.1,morning,urban,High
15.51,2038.0,morning,urban,Low
38.05,3889.5,morning,urban,High
10.74,5474.3,morning,intercity,Low
24.6,6136.8,afternoon,urban,High
41.82,4548.7,afternoon,urban,High
33.36,2850.9,evening,intercity,Medium
21.35,7356.7,afternoon,intercity,Medium
24.69,3063.9,evening,suburban,Medium
32.36,6265.8,night,urban,Medium
47.94,7319.8,morning,suburban,High
41.78,1032.4,morning,urban,High
28.01,9345.3,morning,intercity,High
22.88,1795.7,morning,suburban,Low
16.92,3364.0,morning,intercity,Low
32.65,3194.1,afternoon,intercity,Low
35.83,4584.4,afternoon,intercity,Medium
47.83,4747.7,morning,urban,High
45.19,7094.7,afternoon,intercity,High
34.35,3236.6,evening,urban,High
24.77,4059.3,afternoon,urban,Medium
7.41,9694.4,afternoon,intercity,Medium
39.3,8726.1,afternoon,urban,High
30.68,6352.8,afternoon,intercity,Medium
23.1,5181.7,morning,intercity,Medium
41.03,1239.3,morning,urban,High
5.96,8381.2,morning,urban,High
33.05,4713.0,evening,intercity,Medium
7.75,9823.5,evening,intercity,Medium
32.9,4984.5,morning,suburban,High
7.78,2526.4,afternoon,intercity,Low
30.3,2990.1,morning,intercity,Medium
17.7,5927.8,afternoon,intercity,Low
30.72,7991.0,night,intercity,Low
11.33,7708.6,morning,urban,High
26.07,4026.6,morning,suburban,Medium
18.44,3441.8,morning,intercity,Low
43.24,3704.4,evening,suburban,High
26.94,8486.0,afternoon,urban,High
16.46,9302.6,evening,suburban,High
37.39,5369.7,morning,intercity,High
43.42,2284.4,morning,intercity,Medium
28.42,1803.5,afternoon,urban,Medium
42.21,1496.1,evening,urban,High
28.7,9842.9,afternoon,intercity,Medium
34.24,6888.3,morning,urban,High
3.78,2676.9,evening,intercity,Low
6.72,8544.9,morning,suburban,Medium
37.11,5263.7,morning,intercity,Medium
5.6,3694.8,evening,urban,Low
7.78,3170.4,morning,urban,Low
27.53,609.6,afternoon,intercity,Low
43.1,3219.2,evening,urban,High
19.43,4107.2,morning,intercity,Low
2.8,6149.6,evening,suburban,Low
19.72,4960.4,morning,intercity,Medium
26.74,8966.3,morning,suburban,High
38.52,8151.0,afternoon,urban,High
41.04,1276.0,evening,suburban,Medium
24.67,8121.4,night,suburban,Medium
28.15,5365.9,evening,urban,High
18.97,5848.1,afternoon,suburban,Medium
39.71,7660.3,morning,intercity,High
5.06,6160.3,morning,suburban,Medium
24.35,5647.2,morning,intercity,Medium
8.69,295.2,morning,suburban,Low
5.78,4123.4,evening,intercity,Low
46.74,7865.4,evening,urban,High
2.62,6299.1,morning,suburban,Medium
16.39,3975.9,night,suburban,Low
28.49,2385.3,evening,intercity,Low
18.07,4077.1,evening,urban,Medium
44.54,4683.6,afternoon,intercity,Medium
47.1,8259.1,evening,urban,High
39.65,1425.3,morning,intercity,Medium
9.47,7067.8,night,urban,Low
44.25,8650.3,morning,suburban,High
5.47,7719.1,evening,intercity,Medium
13.63,8950.4,morning,intercity,Medium
9.34,7079.2,morning,suburban,Medium
4.91,1312.6,morning,suburban,Low
25.28,4630.8,afternoon,urban,Medium
44.22,2706.5,morning,intercity,Medium
41.59,1581.8,evening,intercity,Medium
28.86,1783.5,morning,urban,Medium
20.35,4753.4,evening,intercity,Medium
41.94,3715.9,evening,intercity,Medium
16.19,2360.5,morning,intercity,Low
24.55,5954.4,night,suburban,Low
23.16,7648.5,afternoon,suburban,Medium
7.29,8098.3,afternoon,suburban,Medium
29.48,6174.2,night,suburban,Low
43.6,981.0,afternoon,urban,Medium
8.27,9962.1,evening,intercity,Medium
46.5,4208.3,evening,suburban,High
22.87,4241.1,morning,urban,High
27.98,2810.6,evening,urban,Medium
19.56,8458.2,morning,suburban,High
36.2,1531.4,afternoon,suburban,Medium
1.15,364.9,evening,urban,Low
45.35,4872.2,evening,urban,High
20.09,3967.0,evening,urban,Medium
19.85,2215.3,night,urban,Low
24.15,5471.3,evening,intercity,Medium
24.61,1040.6,afternoon,urban,Low
12.82,1457.7,morning,intercity,Low
36.93,3252.6,morning,suburban,Medium
6.86,7117.7,morning,suburban,Medium
13.27,447.0,morning,intercity,Low
41.49,7334.1,evening,suburban,High
7.45,7694.5,afternoon,urban,Medium
11.0,4628.6,night,suburban,Low
16.45,8870.8,evening,intercity,Medium
38.64,5882.4,afternoon,urban,High
14.71,5015.9,morning,urban,Medium
26.86,9391.1,afternoon,intercity,Medium
6.19,6678.5,morning,suburban,Medium
45.56,5649.0,afternoon,intercity,Medium
38.54,9742.8,afternoon,urban,High
41.96,2571.6,evening,intercity,Medium
24.42,7085.5,night,intercity,Low
43.06,192.2,evening,intercity,Medium
19.06,2739.7,morning,intercity,Low
35.87,286.8,afternoon,urban,Medium
37.84,7501.8,afternoon,suburban,High
20.2,7647.6,afternoon,urban,High
18.28,9764.0,evening,intercity,High
32.87,4649.5,evening,intercity,Medium
17.85,2706.4,evening,urban,Medium
49.62,5573.8,morning,suburban,High
5.1,1961.7,afternoon,suburban,Low
10.61,2676.6,morning,suburban,Low
18.32,6604.0,night,suburban,Low
12.58,3307.7,morning,intercity,Low
23.17,1197.1,night,suburban,Low
20.86,7587.9,evening,intercity,Medium
20.0,4675.9,night,suburban,Low
18.03,101.7,afternoon,suburban,Low
39.15,8824.7,morning,intercity,High
42.47,9222.6,afternoon,urban,High
3.45,4144.2,afternoon,urban,Low
18.57,7297.6,morning,suburban,High
25.4,7212.4,afternoon,suburban,Medium
23.06,4477.6,night,urban,Low
13.94,5931.0,morning,intercity,Medium
20.95,9947.7,evening,suburban,High
11.42,140.5,night,urban,Low
21.14,9364.0,evening,urban,High
35.9,3728.7,afternoon,urban,High
7.54,7894.9,morning,urban,High
48.4,1504.8,night,urban,Medium
35.84,6233.3,morning,suburban,High
3.72,6326.5,night,suburban,Low
23.8,2575.0,evening,urban,Medium
22.26,8201.1,afternoon,intercity,Medium
43.64,7154.6,evening,intercity,High
4.52,7866.1,evening,urban,High
13.09,8053.6,afternoon,intercity,Medium
43.46,7516.9,evening,urban,High
4.99,6939.8,afternoon,urban,Medium
44.81,5109.1,morning,suburban,High
49.04,9653.2,morning,urban,High
11.61,5950.0,morning,intercity,Medium
38.7,101.0,morning,suburban,Medium
28.38,1641.5,morning,intercity,Low
43.34,198.3,afternoon,urban,Medium
44.01,3807.4,evening,intercity,Medium
6.46,5790.9,afternoon,suburban,Low
48.93,8061.5,night,suburban,Medium
23.33,535.2,afternoon,urban,Low
44.91,1184.4,afternoon,intercity,Low
40.6,2179.0,morning,intercity,Medium
10.96,2057.4,evening,intercity,Low
19.22,2603.8,morning,intercity,Low
19.48,7668.9,morning,urban,High
28.49,4463.7,evening,suburban,Medium
18.01,3612.8,night,intercity,Low
17.72,4293.1,evening,suburban,Medium
13.52,1278.2,morning,urban,Low
49.84,808.0,morning,suburban,High
36.78,9467.3,afternoon,intercity,High
28.34,186.4,night,intercity,Low
40.71,1768.2,evening,suburban,Medium
25.37,959.0,night,urban,Low
24.86,8533.5,afternoon,urban,High
18.1,2196.6,afternoon,urban,Low
27.78,1598.5,afternoon,urban,Medium
22.09,5895.2,night,urban,Medium
38.48,8138.4,morning,urban,High
33.9,9087.3,afternoon,intercity,Medium
11.57,7126.1,evening,urban,High
40.89,8937.7,afternoon,intercity,High
1.04,5061.9,night,urban,Low
32.04,8928.9,afternoon,urban,High
33.55,9699.0,evening,suburban,High
23.02,8345.6,night,urban,Medium
29.75,108.3,morning,urban,Medium
9.54,7044.8,evening,intercity,Medium
34.23,7718.8,morning,intercity,High
12.03,9789.9,morning,intercity,Medium
5.35,2403.2,evening,urban,Low
6.11,5738.1,evening,suburban,Medium
40.26,9152.4,afternoon,intercity,High
16.88,2355.5,afternoon,suburban,Low
12.19,7068.2,morning,intercity,Medium
15.31,232.6,evening,intercity,Low
40.2,9519.1,morning,intercity,High
28.76,3906.7,morning,suburban,Medium
3.28,5112.3,afternoon,intercity,Low
35.66,6483.3,afternoon,urban,High
5.77,5963.9,evening,intercity,Low
12.08,7567.4,afternoon,urban,Medium
21.44,5802.2,evening,intercity,Medium
12.08,9236.9,evening,suburban,High
31.14,5881.8,afternoon,urban,High
4.86,725.4,evening,urban,Low
49.5,6036.6,evening,suburban,High
17.64,3321.9,evening,suburban,Medium
31.26,3662.5,morning,urban,High
