alert_type,delay_impact,safety_risk,affected_trains,route_busy,peak_hour,priority
weather_alert,15.81,0.2967,13,1,1,Critical
signal_failure,8.01,0.2325,10,1,1,High
signal_failure,8.21,0.234,16,0,0,Medium
track_fault,7.97,0.05,19,0,0,Low
signal_failure,17.7,0.4586,11,1,1,Critical
passenger_emergency,50.45,0.3388,12,1,1,Critical
track_fault,10.96,0.3134,18,1,1,Critical
track_fault,51.01,0.3579,7,0,0,High
passenger_emergency,2.87,0.6039,3,0,1,Critical
passenger_emergency,13.61,0.2268,10,0,1,Medium
track_fault,1.29,0.1174,7,1,0,Low
track_fault,13.23,0.4514,13,0,0,High
engine_issue,20.68,0.266,15,0,0,Medium
weather_alert,3.08,0.2704,10,1,1,High
passenger_emergency,4.3,0.0625,6,0,0,Low
passenger_emergency,18.64,0.388,11,1,0,Critical
passenger_emergency,5.4,0.2077,9,0,0,Low
signal_failure,0.33,0.4576,4,0,0,Medium
track_fault,18.5,0.2398,15,0,1,High
engine_issue,17.63,0.3145,7,1,1,High
signal_failure,4.2,0.1055,11,1,1,Medium
track_fault,40.02,0.1535,18,1,1,Critical
signal_failure,4.8,0.4848,4,0,1,High
passenger_emergency,1.82,0.2714,9,1,0,Medium
signal_failure,7.47,0.3944,4,1,0,High
signal_failure,0.56,0.0631,9,0,0,Low
signal_failure,8.86,0.251,6,1,1,High
signal_failure,14.18,0.2573,18,0,0,Medium
engine_issue,48.06,0.1369,6,0,1,Medium
track_fault,37.81,0.1787,12,1,0,High
passenger_emergency,12.63,0.1108,3,1,1,Low
track_fault,0.87,0.2532,9,1,0,Medium
engine_issue,11.35,0.2525,16,0,0,Medium
weather_alert,17.7,0.2238,13,0,1,High
weather_alert,28.03,0.2884,6,1,1,Critical
weather_alert,36.77,0.1451,19,1,0,High
track_fault,8.03,0.3572,16,1,0,High
engine_issue,1.14,0.2008,8,1,1,Medium
passenger_emergency,27.01,0.1642,19,1,0,High
passenger_emergency,2.75,0.3112,4,1,1,High
weather_alert,15.59,0.2802,7,0,1,Medium
weather_alert,4.3,0.4506,18,0,0,High
passenger_emergency,4.01,0.255,19,1,1,High
weather_alert,35.98,0.2141,16,1,1,Critical
passenger_emergency,12.38,0.0819,4,1,0,Low
signal_failure,27.74,0.1914,5,1,0,Medium
track_fault,6.3,0.4839,13,0,1,Critical
signal_failure,9.8,0.275,2,1,0,Medium
signal_failure,11.7,0.2883,19,1,1,Critical
engine_issue,26.46,0.3348,18,1,1,Critical
track_fault,9.17,0.2489,16,0,1,High
engine_issue,11.82,0.3027,19,0,0,High
engine_issue,11.44,0.0687,5,0,0,Low
weather_alert,13.48,0.1506,17,0,0,Low
passenger_emergency,1.57,0.2015,5,0,0,Low
passenger_emergency,6.41,0.5756,3,0,1,Critical
track_fault,0.62,0.2146,5,0,1,Low
track_fault,0.51,0.1817,15,1,0,Medium
weather_alert,48.87,0.2481,18,1,1,Critical
signal_failure,1.27,0.2869,12,0,0,Medium
engine_issue,15.23,0.3763,5,0,1,High
engine_issue,6.45,0.1917,12,1,0,Medium
signal_failure,3.59,0.2384,10,0,0,Low
weather_alert,22.61,0.0857,10,0,0,Low
track_fault,2.68,0.2795,7,0,0,Low
signal_failure,28.43,0.2819,3,1,0,High
weather_alert,6.54,0.1519,7,0,0,Low
signal_failure,0.84,0.223,17,1,0,Medium
weather_alert,5.41,0.5197,8,1,1,Critical
signal_failure,14.6,0.1297,1,0,1,Low
engine_issue,6.05,0.3688,7,1,0,High
passenger_emergency,2.7,0.3035,9,1,1,High
track_fault,5.69,0.5635,12,0,0,Critical
weather_alert,2.5,0.2867,13,1,1,High
weather_alert,28.46,0.0807,9,0,1,Medium
passenger_emergency,9.96,0.4789,3,0,0,High
signal_failure,12.33,0.3384,9,0,1,High
weather_alert,42.35,0.4406,1,1,0,Critical
passenger_emergency,3.49,0.202,10,1,0,Medium
weather_alert,2.61,0.1542,9,0,1,Low
signal_failure,3.52,0.6439,7,0,0,Critical
passenger_emergency,38.27,0.2615,13,1,1,Critical
signal_failure,22.53,0.7877,15,1,1,Critical
engine_issue,48.12,0.2069,6,0,1,High
engine_issue,1.56,0.3815,10,1,1,Critical
engine_issue,4.16,0.3061,10,1,0,Medium
engine_issue,2.58,0.2598,10,0,0,Low
signal_failure,18.5,0.1494,8,0,0,Low
engine_issue,3.26,0.1377,4,0,0,Low
passenger_emergency,34.65,0.4029,4,1,1,Critical
engine_issue,5.98,0.5157,1,0,1,High
track_fault,30.45,0.2769,1,1,1,High
passenger_emergency,6.07,0.3237,16,0,0,Medium
signal_failure,1.72,0.4631,2,1,1,Critical
engine_issue,16.65,0.1478,17,0,1,Medium
engine_issue,5.48,0.6461,18,1,1,Critical
engine_issue,1.92,0.5706,5,1,1,Critical
passenger_emergency,4.98,0.5173,9,1,0,Critical
engine_issue,6.06,0.0835,7,0,0,Low
passenger_emergency,78.59,0.2581,8,1,1,Critical
signal_failure,14.91,0.234,7,0,1,Medium
weather_alert,2.13,0.0407,7,0,1,Low
engine_issue,4.82,0.0623,14,1,1,Medium
track_fault,10.68,0.1216,8,1,1,Medium
track_fault,4.21,0.2131,4,1,0,Low
weather_alert,5.8,0.2038,8,1,0,Medium
weather_alert,2.86,0.5379,19,0,0,Critical
weather_alert,1.3,0.0246,19,1,1,Medium
signal_failure,31.11,0.492,2,1,1,Critical
engine_issue,5.43,0.0898,11,1,1,Medium
passenger_emergency,11.17,0.1678,19,0,1,Medium
signal_failure,4.44,0.4126,4,1,1,High
engine_issue,36.06,0.1437,2,1,0,Medium
engine_issue,9.61,0.1104,5,1,0,Low
passenger_emergency,1.57,0.1453,7,1,0,Low
track_fault,10.33,0.2102,18,0,0,Medium
engine_issue,12.82,0.3495,5,0,1,High
weather_alert,1.28,0.4503,7,1,0,High
signal_failure,23.33,0.1306,5,0,0,Low
passenger_emergency,9.79,0.4558,8,1,1,Critical
passenger_emergency,2.36,0.3156,19,0,0,Medium
weather_alert,37.75,0.0646,2,0,1,Low
weather_alert,19.63,0.2483,9,1,0,Medium
weather_alert,13.85,0.4395,12,0,1,Critical
weather_alert,0.6,0.3436,3,0,1,Medium
passenger_emergency,45.52,0.4398,1,1,0,Critical
engine_issue,7.22,0.2978,19,1,1,Critical
engine_issue,6.06,0.5547,6,0,0,High
weather_alert,0.8,0.1745,5,0,0,Low
signal_failure,4.61,0.317,7,0,0,Medium
passenger_emergency,27.3,0.3936,2,1,0,High
weather_alert,26.89,0.5664,3,1,1,Critical
weather_alert,1.34,0.1711,1,0,1,Low
track_fault,7.44,0.112,11,0,0,Low
track_fault,18.32,0.3401,9,1,1,Critical
engine_issue,9.82,0.0934,6,0,0,Low
weather_alert,3.75,0.0448,18,0,0,Low
weather_alert,14.24,0.1824,6,1,1,Medium
weather_alert,9.73,0.4053,1,0,0,Medium
passenger_emergency,10.56,0.0855,2,1,1,Low
passenger_emergency,2.58,0.2101,14,0,1,Medium
weather_alert,7.7,0.1884,11,0,0,Low
track_fault,20.46,0.7869,5,1,0,Critical
engine_issue,9.79,0.0677,5,1,0,Low
engine_issue,13.87,0.6711,5,0,0,Critical
weather_alert,6.55,0.222,9,0,0,Low
passenger_emergency,23.4,0.1739,14,0,1,Medium
track_fault,1.72,0.2812,13,0,1,Medium
engine_issue,17.59,0.6299,15,0,1,Critical
signal_failure,2.87,0.2524,1,1,0,Low
weather_alert,4.23,0.4648,11,0,0,High
engine_issue,32.32,0.0597,15,0,0,Low
engine_issue,7.68,0.0491,4,1,1,Low
engine_issue,8.55,0.4502,12,1,0,Critical
track_fault,15.29,0.177,1,0,1,Low
engine_issue,17.42,0.2546,18,0,0,Medium
weather_alert,14.99,0.6466,15,1,1,Critical
track_fault,11.88,0.2126,12,0,1,Medium
signal_failure,0.11,0.4275,12,1,1,Critical
track_fault,2.48,0.178,13,1,0,Medium
signal_failure,4.72,0.2876,9,1,1,High
track_fault,27.09,0.0625,19,1,0,Medium
weather_alert,38.07,0.4915,5,0,0,Critical
signal_failure,9.74,0.4826,16,1,0,Critical
weather_alert,6.9,0.494,15,1,0,Critical
track_fault,48.19,0.0677,16,0,0,Medium
passenger_emergency,10.57,0.4121,2,1,1,High
weather_alert,18.5,0.4448,9,0,0,High
track_fault,12.33,0.1206,13,0,0,Low
engine_issue,6.81,0.3586,12,1,0,High
signal_failure,8.46,0.3672,14,0,1,High
signal_failure,15.51,0.0169,13,0,0,Low
passenger_emergency,35.25,0.1726,5,0,0,Low
passenger_emergency,8.55,0.2539,16,1,1,High
signal_failure,7.82,0.1166,10,0,1,Low
track_fault,0.83,0.0496,19,1,1,Medium
signal_failure,1.93,0.3067,10,0,1,Medium
track_fault,0.14,0.0678,11,0,0,Low
track_fault,2.02,0.1943,12,0,0,Low
track_fault,22.33,0.6575,17,0,1,Critical
engine_issue,19.61,0.0503,18,1,1,Medium
signal_failure,22.36,0.3681,12,0,1,Critical
passenger_emergency,0.44,0.1796,11,0,1,Low
weather_alert,16.35,0.1556,2,1,0,Low
weather_alert,4.7,0.337,2,0,1,Medium
signal_failure,9.51,0.1636,14,0,1,Medium
weather_alert,32.33,0.2855,7,1,1,Critical
passenger_emergency,12.19,0.507,9,0,0,High
signal_failure,1.87,0.6113,12,0,1,Critical
weather_alert,7.35,0.3586,5,1,1,High
track_fault,46.58,0.3383,7,0,0,High
weather_alert,34.25,0.2222,1,0,0,Low
engine_issue,23.26,0.1801,15,0,0,Medium
passenger_emergency,2.02,0.1548,10,1,1,Medium
signal_failure,2.48,0.1127,4,0,0,Low
track_fault,1.51,0.2292,12,1,1,High
track_fault,2.11,0.0935,3,1,0,Low
track_fault,0.18,0.2586,15,0,0,Medium
track_fault,27.6,0.2708,5,0,1,High
track_fault,17.88,0.1244,6,0,1,Low
signal_failure,23.28,0.1849,17,1,1,High
weather_alert,10.01,0.1533,15,1,0,Medium
engine_issue,0.05,0.3119,13,1,0,High
passenger_emergency,9.28,0.4159,12,1,0,High
weather_alert,0.96,0.1844,10,0,0,Low
signal_failure,28.88,0.2368,4,0,0,Medium
signal_failure,0.47,0.3182,6,1,0,Medium
engine_issue,5.65,0.0663,19,0,0,Low
engine_issue,27.14,0.3722,18,1,0,Critical
track_fault,22.91,0.1055,14,1,0,Medium
weather_alert,25.77,0.0616,17,1,1,High
engine_issue,14.98,0.2369,16,0,1,High
weather_alert,3.3,0.4973,8,0,0,High
signal_failure,22.84,0.2303,14,1,0,High
passenger_emergency,29.57,0.1949,15,1,1,Critical
track_fault,29.97,0.4751,3,1,0,Critical
engine_issue,24.25,0.1665,18,0,1,High
engine_issue,16.05,0.1566,10,1,1,Medium
passenger_emergency,34.17,0.1049,6,0,1,Medium
track_fault,23.78,0.3539,10,1,0,High
track_fault,1.05,0.5056,7,1,1,Critical
track_fault,5.22,0.6586,7,1,1,Critical
track_fault,6.35,0.2742,11,0,1,Medium
signal_failure,29.85,0.1177,19,1,0,High
signal_failure,12.33,0.2949,8,0,0,Medium
track_fault,0.81,0.1527,5,1,0,Low
engine_issue,1.66,0.5306,15,0,0,Critical
track_fault,5.6,0.2084,6,0,1,Low
track_fault,3.71,0.2349,11,1,0,Medium
weather_alert,2.65,0.4133,5,0,0,Medium
track_fault,4.73,0.251,5,0,0,Low
passenger_emergency,16.2,0.5217,5,0,0,High
weather_alert,18.39,0.248,7,0,0,Medium
signal_failure,38.91,0.5148,19,0,1,Critical
track_fault,12.01,0.3275,13,1,1,Critical
signal_failure,5.96,0.3678,14,0,1,High
track_fault,7.99,0.6821,2,0,0,Critical
track_fault,0.65,0.0726,1,1,1,Low
signal_failure,5.84,0.1353,7,0,0,Low
signal_failure,3.26,0.2161,17,0,0,Low
engine_issue,1.96,0.339,1,1,0,Medium
weather_alert,7.09,0.3367,15,1,0,High
track_fault,2.1,0.0509,16,1,0,Low
passenger_emergency,1.04,0.1438,6,0,0,Low
track_fault,14.15,0.3107,3,1,1,High
passenger_emergency,21.59,0.4039,3,1,0,High
track_fault,8.68,0.4038,2,0,0,Medium
engine_issue,0.07,0.1662,17,1,0,Medium
weather_alert,6.83,0.07,15,0,0,Low
signal_failure,0.75,0.321,13,0,1,High
passenger_emergency,16.22,0.16,2,1,0,Low
track_fault,29.64,0.3762,19,1,1,Critical
engine_issue,12.49,0.0661,14,0,1,Low
weather_alert,3.83,0.6032,16,0,0,Critical
weather_alert,38.56,0.086,8,1,0,Medium
signal_failure,15.94,0.1891,4,0,0,Low
passenger_emergency,1.15,0.1111,16,0,1,Low
weather_alert,3.17,0.4256,1,1,0,High
passenger_emergency,19.01,0.277,4,1,1,High
engine_issue,3.28,0.1863,3,1,0,Low
weather_alert,10.28,0.2649,2,0,0,Low
engine_issue,6.92,0.2229,11,0,1,Medium
passenger_emergency,5.05,0.2124,5,1,0,Low
passenger_emergency,1.84,0.1463,19,1,1,High
passenger_emergency,17.45,0.4456,18,0,1,Critical
engine_issue,14.24,0.0719,4,1,0,Low
weather_alert,30.37,0.2798,16,1,0,Critical
track_fault,4.05,0.0942,1,0,0,Low
engine_issue,0.68,0.7196,6,0,1,Critical
weather_alert,34.24,0.2492,13,0,0,High
signal_failure,13.71,0.3594,4,1,1,High
weather_alert,0.06,0.0718,2,0,1,Low
signal_failure,66.13,0.0726,3,0,0,Medium
engine_issue,31.32,0.3381,13,1,0,Critical
engine_issue,6.35,0.1465,5,0,0,Low
engine_issue,13.55,0.3949,5,1,1,Critical
engine_issue,4.72,0.2223,4,0,1,Low
engine_issue,4.04,0.0949,17,1,0,Low
engine_issue,8.02,0.4035,17,0,1,Critical
engine_issue,5.09,0.4493,16,0,1,Critical
engine_issue,5.64,0.3643,1,1,0,Medium
weather_alert,1.12,0.409,5,1,1,High
engine_issue,72.84,0.1627,17,1,1,Critical
weather_alert,14.74,0.1167,11,1,1,Medium
passenger_emergency,1.7,0.1344,1,1,0,Low
passenger_emergency,2.11,0.1989,5,0,0,Low
signal_failure,19.73,0.537,16,0,1,Critical
weather_alert,120.0,0.2716,17,0,1,Critical
track_fault,10.03,0.3587,9,0,1,High
signal_failure,3.33,0.35,3,0,0,Low
weather_alert,67.87,0.0686,2,0,0,Medium
signal_failure,15.15,0.3148,5,1,1,High
passenger_emergency,4.39,0.0477,16,0,0,Low
weather_alert,11.38,0.3015,16,0,1,High
passenger_emergency,10.65,0.3582,5,1,0,High
weather_alert,18.58,0.1729,19,0,0,Medium
passenger_emergency,14.2,0.0515,17,1,1,Medium
signal_failure,40.97,0.1691,19,1,0,High
passenger_emergency,24.54,0.3834,15,0,0,High
signal_failure,6.65,0.1796,11,0,1,Medium
track_fault,38.23,0.0118,19,0,0,Low
signal_failure,4.84,0.2845,14,0,1,High
engine_issue,7.8,0.4177,16,0,1,Critical
weather_alert,0.75,0.1029,8,0,0,Low
track_fault,19.96,0.4489,5,0,0,High
passenger_emergency,13.08,0.2004,11,1,1,High
weather_alert,20.3,0.5301,8,0,0,Critical
weather_alert,50.04,0.4117,7,1,0,Critical
passenger_emergency,7.48,0.3751,14,0,1,High
engine_issue,21.28,0.2524,12,0,0,Medium
track_fault,16.19,0.2645,7,0,1,Medium
passenger_emergency,33.6,0.3294,5,1,0,High
engine_issue,43.75,0.2652,11,0,1,Critical
weather_alert,32.31,0.1447,7,0,1,Medium
track_fault,9.89,0.4037,5,1,0,High
track_fault,3.31,0.4546,5,1,0,High
signal_failure,1.77,0.0541,13,1,1,Low
track_fault,4.85,0.2863,8,0,1,Medium
signal_failure,7.75,0.424,7,0,1,High
weather_alert,41.15,0.3544,3,1,1,Critical
signal_failure,6.86,0.2963,2,0,0,Low
weather_alert,0.4,0.3368,14,0,0,Medium
passenger_emergency,6.42,0.1429,19,0,1,Medium
weather_alert,7.13,0.7302,7,1,1,Critical
engine_issue,4.24,0.092,17,1,0,Low
signal_failure,11.91,0.1607,12,1,0,Medium
passenger_emergency,7.95,0.3411,6,1,0,High
signal_failure,1.11,0.2598,11,0,0,Low
weather_alert,9.81,0.6183,3,1,1,Critical
weather_alert,22.08,0.1467,7,0,0,Low
signal_failure,16.23,0.1641,14,1,0,Medium
weather_alert,1.14,0.1162,17,0,0,Low
signal_failure,38.56,0.5235,5,1,1,Critical
track_fault,12.34,0.1258,18,0,0,Low
passenger_emergency,9.95,0.4931,12,0,0,High
passenger_emergency,3.85,0.3858,5,1,1,High
track_fault,26.86,0.2137,15,0,0,Medium
passenger_emergency,18.39,0.1974,17,1,0,High
passenger_emergency,0.51,0.266,6,0,0,Low
weather_alert,1.6,0.3666,3,0,0,Low
signal_failure,0.78,0.4619,6,0,0,Medium
track_fault,11.8,0.4445,15,1,1,Critical
weather_alert,89.52,0.1584,2,0,1,Critical
passenger_emergency,38.63,0.5837,6,1,1,Critical
passenger_emergency,13.23,0.2124,7,1,1,High
engine_issue,56.73,0.4482,1,0,0,Critical
track_fault,8.66,0.2175,12,1,1,High
passenger_emergency,5.04,0.3889,16,1,0,High
track_fault,10.29,0.5666,3,1,0,Critical
track_fault,4.17,0.3591,17,1,1,Critical
passenger_emergency,5.32,0.6154,19,1,0,Critical
engine_issue,11.24,0.0825,17,1,1,Medium
track_fault,14.99,0.2236,14,1,0,High
signal_failure,26.66,0.1916,9,0,0,Medium
engine_issue,8.53,0.4909,4,1,0,High
passenger_emergency,19.74,0.3432,18,0,0,High
engine_issue,0.57,0.1968,11,1,0,Medium
weather_alert,3.79,0.227,9,1,1,Medium
track_fault,2.84,0.6815,8,0,0,Critical
weather_alert,13.77,0.1978,5,1,0,Medium
weather_alert,1.99,0.2648,8,1,0,Medium
weather_alert,66.67,0.0707,16,1,1,Critical
weather_alert,12.11,0.5145,11,1,1,Critical
engine_issue,28.94,0.3029,8,0,1,High
track_fault,1.23,0.2073,3,1,0,Low
weather_alert,14.62,0.1648,8,0,0,Low
passenger_emergency,22.18,0.2667,5,1,0,Medium
passenger_emergency,13.56,0.3258,8,0,1,High
track_fault,11.37,0.0246,3,0,0,Low
weather_alert,19.41,0.2111,19,0,1,High
signal_failure,46.22,0.3441,4,1,1,Critical
engine_issue,14.05,0.3324,3,0,0,Medium
engine_issue,28.5,0.3473,13,0,1,Critical
track_fault,6.71,0.4586,7,0,1,High
passenger_emergency,8.45,0.2749,19,1,0,High
passenger_emergency,14.17,0.0596,8,1,1,Medium
signal_failure,2.71,0.4177,13,1,1,Critical
track_fault,2.67,0.1264,16,0,1,Low
track_fault,103.93,0.3557,19,1,1,Critical
passenger_emergency,34.56,0.126,16,0,1,High
engine_issue,42.8,0.3024,11,0,0,High
weather_alert,29.81,0.2437,16,0,1,High
passenger_emergency,24.48,0.5032,6,1,0,Critical
weather_alert,36.6,0.2167,17,1,0,High
signal_failure,15.56,0.3572,17,0,1,Critical
signal_failure,6.06,0.6628,8,1,0,Critical
track_fault,31.35,0.4099,2,0,0,High
track_fault,16.36,0.1542,14,0,1,Medium
weather_alert,3.91,0.1182,2,0,0,Low
signal_failure,51.69,0.2216,1,0,1,High
track_fault,21.02,0.5425,19,1,1,Critical
track_fault,4.95,0.1116,11,0,0,Low
signal_failure,11.1,0.1845,13,0,0,Low
signal_failure,15.43,0.4136,17,1,0,Critical
signal_failure,9.36,0.1626,18,0,1,Medium
engine_issue,26.8,0.2529,19,0,1,High
engine_issue,13.81,0.1387,3,1,1,Medium
engine_issue,7.38,0.6067,7,0,1,Critical
engine_issue,16.58,0.547,15,0,1,Critical
weather_alert,33.0,0.328,1,1,1,Critical
passenger_emergency,1.27,0.1321,5,1,1,Low
engine_issue,3.3,0.523,10,1,0,Critical
weather_alert,18.82,0.0396,7,0,1,Low
weather_alert,24.92,0.1021,4,0,1,Low
weather_alert,7.19,0.2519,18,0,0,Medium
signal_failure,3.94,0.1411,9,0,0,Low
passenger_emergency,72.48,0.4538,8,1,1,Critical
signal_failure,6.46,0.0542,13,1,1,Medium
engine_issue,2.52,0.1095,13,0,0,Low
weather_alert,16.21,0.3172,10,1,0,High
engine_issue,14.82,0.1707,17,1,0,Medium
track_fault,2.23,0.0504,6,1,0,Low
passenger_emergency,14.53,0.3275,17,0,1,High
signal_failure,0.71,0.1325,17,1,1,Medium
track_fault,14.87,0.4675,1,1,1,Critical
passenger_emergency,5.0,0.4121,15,1,1,Critical
weather_alert,6.59,0.2047,4,0,1,Low
signal_failure,5.82,0.2455,10,1,1,High
weather_alert,11.39,0.2429,18,1,0,High
passenger_emergency,22.28,0.3714,4,0,0,Medium
signal_failure,13.13,0.3918,11,0,0,High
engine_issue,4.41,0.3126,15,1,1,High
engine_issue,2.41,0.2227,10,1,1,Medium
signal_failure,23.41,0.4856,2,1,0,Critical
track_fault,8.06,0.4643,2,0,0,Medium
signal_failure,13.78,0.3832,10,1,0,High
signal_failure,7.22,0.037,1,1,0,Low
engine_issue,4.15,0.2967,1,1,1,Medium
engine_issue,2.77,0.1898,19,0,0,Low
track_fault,3.76,0.253,11,0,1,Medium
track_fault,0.92,0.1113,10,0,1,Low
signal_failure,33.21,0.4767,2,0,1,Critical
weather_alert,2.6,0.0735,15,1,1,Medium
track_fault,11.03,0.1971,10,1,0,Medium
passenger_emergency,6.16,0.1232,5,0,1,Low
engine_issue,22.81,0.1061,15,1,1,High
passenger_emergency,19.24,0.4901,5,1,1,Critical
weather_alert,0.06,0.3589,10,1,0,High
track_fault,4.54,0.4901,11,1,0,Critical
weather_alert,19.73,0.119,6,0,1,Low
track_fault,10.29,0.2858,17,0,0,Medium
signal_failure,54.01,0.4504,14,1,1,Critical
track_fault,47.61,0.0824,6,1,0,Medium
track_fault,16.7,0.1079,3,1,0,Low
signal_failure,2.38,0.2465,7,0,0,Low
signal_failure,13.93,0.2523,9,0,0,Medium
passenger_emergency,16.61,0.0158,11,1,1,Medium
engine_issue,23.92,0.0366,8,1,1,Medium
engine_issue,33.79,0.5509,1,0,0,Critical
passenger_emergency,1.4,0.0408,13,0,1,Low
track_fault,55.78,0.1185,8,0,1,High
engine_issue,2.41,0.309,7,0,0,Low
passenger_emergency,2.34,0.1823,11,1,0,Low
weather_alert,4.18,0.1311,16,0,0,Low
track_fault,24.44,0.0806,1,1,0,Low
track_fault,4.18,0.3122,19,0,0,Medium
signal_failure,20.53,0.6468,13,1,1,Critical
signal_failure,23.71,0.0075,11,1,0,Low
signal_failure,4.55,0.2178,1,1,1,Medium
weather_alert,12.84,0.6509,14,0,1,Critical
weather_alert,8.11,0.4211,14,0,0,High
engine_issue,45.68,0.2297,11,0,0,High
weather_alert,9.8,0.1504,16,0,1,Medium
signal_failure,0.08,0.311,16,0,1,High
track_fault,10.97,0.0556,16,0,1,Low
track_fault,13.54,0.3947,7,0,1,High
passenger_emergency,6.61,0.5213,13,1,0,Critical
weather_alert,40.47,0.6044,2,1,0,Critical
passenger_emergency,27.22,0.1522,11,0,0,Low
track_fault,7.49,0.5529,3,1,1,Critical
passenger_emergency,5.18,0.5794,6,1,1,Critical
signal_failure,4.84,0.3842,13,1,1,Critical
track_fault,3.4,0.1962,9,0,0,Low
engine_issue,35.16,0.3044,17,0,1,Critical
signal_failure,6.69,0.1199,2,0,0,Low
passenger_emergency,1.6,0.2784,19,0,1,High
passenger_emergency,19.39,0.0941,14,1,0,Medium
engine_issue,1.4,0.2869,9,1,1,High
track_fault,41.55,0.1665,1,0,1,Medium
signal_failure,0.76,0.1956,1,0,1,Low
weather_alert,7.72,0.2553,8,0,1,Medium
engine_issue,9.39,0.2616,11,1,0,Medium
weather_alert,13.58,0.2813,10,1,0,High
weather_alert,1.35,0.2149,6,0,0,Low
signal_failure,22.44,0.0353,13,1,1,Medium
signal_failure,6.25,0.2689,12,0,1,Medium
weather_alert,18.02,0.0997,7,0,1,Low
signal_failure,7.65,0.335,7,1,0,High
passenger_emergency,11.88,0.2335,9,0,0,Low
signal_failure,32.58,0.4891,15,1,0,Critical
weather_alert,0.01,0.3035,12,0,1,Medium
passenger_emergency,1.23,0.4899,3,1,1,Critical
engine_issue,29.24,0.2561,18,1,1,Critical
signal_failure,49.51,0.1012,4,0,1,Medium
passenger_emergency,32.05,0.3477,13,0,1,Critical
signal_failure,35.23,0.5705,1,0,0,Critical
engine_issue,5.73,0.5488,5,1,1,Critical
passenger_emergency,53.76,0.5153,11,0,1,Critical
weather_alert,13.39,0.5169,17,0,0,Critical
signal_failure,2.9,0.091,11,0,1,Low
passenger_emergency,1.89,0.0144,2,1,0,Low
signal_failure,4.37,0.5727,19,1,1,Critical
weather_alert,18.56,0.0991,6,1,0,Low
weather_alert,42.84,0.4519,7,0,0,Critical
track_fault,6.81,0.0992,3,1,1,Low
engine_issue,18.1,0.0956,14,0,0,Low
signal_failure,8.76,0.1125,9,0,0,Low
passenger_emergency,0.4,0.0733,5,0,1,Low
track_fault,3.06,0.4969,13,0,1,Critical
track_fault,2.05,0.4189,4,1,1,High
engine_issue,13.98,0.3695,11,0,1,High
weather_alert,0.36,0.09,13,1,1,Medium
engine_issue,7.3,0.2083,16,1,0,Medium
engine_issue,47.89,0.2566,14,1,0,Critical
engine_issue,2.1,0.095,11,0,1,Low
passenger_emergency,3.42,0.276,1,1,1,Medium
track_fault,4.26,0.2473,5,0,0,Low
passenger_emergency,15.14,0.1804,11,1,0,Medium
weather_alert,16.92,0.2313,11,0,0,Medium
passenger_emergency,3.3,0.0428,11,1,1,Low
passenger_emergency,7.14,0.3814,14,0,1,High
weather_alert,6.74,0.4541,18,0,0,High
track_fault,2.68,0.2301,10,0,0,Low
weather_alert,2.99,0.11,3,1,1,Low
weather_alert,34.45,0.3861,9,1,0,Critical
track_fault,1.63,0.0273,5,0,1,Low
weather_alert,7.03,0.235,11,1,1,High
track_fault,1.72,0.0868,12,0,1,Low
engine_issue,10.89,0.06,11,0,1,Low
weather_alert,17.47,0.2323,12,0,1,High
signal_failure,8.96,0.5029,6,1,1,Critical
track_fault,4.86,0.2458,4,1,1,Medium
weather_alert,16.0,0.1707,17,0,0,Medium
engine_issue,4.37,0.0757,8,1,1,Low
passenger_emergency,26.96,0.5211,4,1,0,Critical
signal_failure,4.66,0.0441,19,0,0,Low
weather_alert,3.85,0.5438,1,1,0,High
passenger_emergency,40.1,0.158,7,0,0,Medium
passenger_emergency,42.02,0.339,15,0,0,Critical
signal_failure,4.61,0.1944,8,1,0,Low
passenger_emergency,39.21,0.2837,17,1,1,Critical
track_fault,41.43,0.3666,7,0,0,High
track_fault,5.22,0.3036,13,0,0,Medium
track_fault,31.08,0.2632,9,0,0,Medium
weather_alert,98.13,0.0708,9,0,1,Critical
weather_alert,0.29,0.5957,10,0,1,Critical
engine_issue,25.73,0.3189,19,0,0,High
signal_failure,0.02,0.6142,15,1,0,Critical
passenger_emergency,34.28,0.0653,8,1,1,Medium
track_fault,2.54,0.1053,8,1,1,Low
signal_failure,25.35,0.0603,8,1,0,Low
engine_issue,3.61,0.3674,14,1,1,Critical
engine_issue,6.05,0.6274,12,1,0,Critical
weather_alert,5.54,0.3985,11,1,0,High
passenger_emergency,6.46,0.4208,9,1,0,High
signal_failure,31.55,0.1347,8,0,0,Low
track_fault,7.57,0.3406,11,0,1,High
engine_issue,9.39,0.2087,16,0,0,Medium
weather_alert,0.87,0.2802,19,1,1,High
weather_alert,9.38,0.1387,2,1,0,Low
track_fault,4.35,0.1136,5,0,1,Low
weather_alert,6.03,0.1851,14,1,0,Medium
passenger_emergency,18.56,0.3076,3,0,0,Medium
engine_issue,5.19,0.5738,12,0,1,Critical
passenger_emergency,6.75,0.0276,9,1,1,Low
weather_alert,15.57,0.1533,4,0,1,Low
track_fault,6.07,0.5112,10,1,1,Critical
track_fault,17.29,0.1114,10,0,0,Low
weather_alert,2.98,0.4527,14,1,0,Critical
track_fault,1.26,0.5233,16,0,1,Critical
track_fault,4.48,0.1728,19,1,1,High
track_fault,12.54,0.5208,9,1,1,Critical
weather_alert,3.8,0.2303,14,0,1,Medium
